date,forecast_central,forecast_quantile_95,recommended_amount,buffer,service_level,risk_shortage_pct,cost_idle_expected,cost_shortage_expected,model_version
2026-02-23,168340807732.6688,185468032658.62787,185468032658.62787,17127224925.959076,0.95,0.050000000000000044,1712722.4925959078,0.0,1.0.0
2026-02-24,143146353775.36044,173950752931.955,173950752931.955,30804399156.594543,0.95,0.050000000000000044,3080439.9156594547,0.0,1.0.0
2026-02-25,144047394162.3215,173285248462.89178,173285248462.89178,29237854300.570282,0.95,0.050000000000000044,2923785.4300570283,0.0,1.0.0
2026-02-26,146208554184.97787,179540599530.893,179540599530.893,33332045345.91513,0.95,0.050000000000000044,3333204.534591513,0.0,1.0.0
2026-02-27,161261210854.53952,192523325584.34427,192523325584.34427,31262114729.80475,0.95,0.050000000000000044,3126211.472980475,0.0,1.0.0
2026-02-28,172334571268.07455,193183855279.62927,193183855279.62927,20849284011.554718,0.95,0.050000000000000044,2084928.4011554718,0.0,1.0.0
2026-03-01,113079411439.16907,171900680393.97067,171900680393.97067,58821268954.801605,0.95,0.050000000000000044,5882126.895480161,0.0,1.0.0
2026-03-02,170994121461.28967,185850317639.73517,185850317639.73517,14856196178.445496,0.95,0.050000000000000044,1485619.6178445497,0.0,1.0.0
2026-03-03,139907703010.3719,174163895889.38272,174163895889.38272,34256192879.010834,0.95,0.050000000000000044,3425619.2879010835,0.0,1.0.0
2026-03-04,154349420611.09656,179820508986.89493,179820508986.89493,25471088375.79837,0.95,0.050000000000000044,2547108.837579837,0.0,1.0.0
2026-03-05,128787201911.51521,172797844752.93735,172797844752.93735,44010642841.422134,0.95,0.050000000000000044,4401064.284142214,0.0,1.0.0
2026-03-06,172604644962.2025,185341675980.7377,185341675980.7377,12737031018.535187,0.95,0.050000000000000044,1273703.1018535187,0.0,1.0.0
2026-03-07,147880831957.3568,179540599530.893,179540599530.893,31659767573.536194,0.95,0.050000000000000044,3165976.7573536197,0.0,1.0.0
2026-03-08,100407261769.82016,171900680393.97067,171900680393.97067,71493418624.15051,0.95,0.050000000000000044,7149341.862415052,0.0,1.0.0
2026-03-09,157735631335.91122,181413784895.48123,181413784895.48123,23678153559.570007,0.95,0.050000000000000044,2367815.355957001,0.0,1.0.0
2026-03-10,161203487813.74747,180748280426.41803,180748280426.41803,19544792612.670563,0.95,0.050000000000000044,1954479.2612670565,0.0,1.0.0
2026-03-11,141210579915.75623,173285248462.89178,173285248462.89178,32074668547.13556,0.95,0.050000000000000044,3207466.854713556,0.0,1.0.0
2026-03-12,171319860566.23923,187655460084.9684,187655460084.9684,16335599518.729187,0.95,0.050000000000000044,1633559.9518729188,0.0,1.0.0
2026-03-13,145872465021.93582,180252295261.11166,180252295261.11166,34379830239.17584,0.95,0.050000000000000044,3437983.023917584,0.0,1.0.0
2026-03-14,161613149311.28378,185493519709.69443,185493519709.69443,23880370398.410645,0.95,0.050000000000000044,2388037.0398410647,0.0,1.0.0
2026-03-15,132344168823.99428,175396381181.2553,175396381181.2553,43052212357.26103,0.95,0.050000000000000044,4305221.235726103,0.0,1.0.0
2026-03-16,142374638147.15472,179820508986.89493,179820508986.89493,37445870839.740204,0.95,0.050000000000000044,3744587.0839740206,0.0,1.0.0
2026-03-17,168994703363.48868,185566893352.67548,185566893352.67548,16572189989.186798,0.95,0.050000000000000044,1657218.9989186798,0.0,1.0.0
2026-03-18,145280057922.2841,173285248462.89178,173285248462.89178,28005190540.607697,0.95,0.050000000000000044,2800519.0540607697,0.0,1.0.0
2026-03-19,144374353084.5186,173285248462.89178,173285248462.89178,28910895378.3732,0.95,0.050000000000000044,2891089.53783732,0.0,1.0.0
2026-03-20,184079749176.96515,196957122282.92212,196957122282.92212,12877373105.95697,0.95,0.050000000000000044,1287737.310595697,0.0,1.0.0
2026-03-21,147842836468.16757,179540599530.893,179540599530.893,31697763062.725433,0.95,0.050000000000000044,3169776.3062725435,0.0,1.0.0
2026-03-22,104301441050.94897,171900680393.97067,171900680393.97067,67599239343.0217,0.95,0.050000000000000044,6759923.93430217,0.0,1.0.0
2026-03-23,143059656277.9469,173565157918.8937,173565157918.8937,30505501640.946808,0.95,0.050000000000000044,3050550.164094681,0.0,1.0.0
2026-03-24,235019787809.06882,233620365947.14935,233620365947.14935,-1399421861.919464,0.95,0.050000000000000044,0.0,699710.930959732,1.0.0
2026-03-25,139474290672.02515,173285248462.89178,173285248462.89178,33810957790.86664,0.95,0.050000000000000044,3381095.779086664,0.0,1.0.0
2026-03-26,112507197989.58083,172180589849.9726,172180589849.9726,59673391860.39177,0.95,0.050000000000000044,5967339.186039177,0.0,1.0.0
2026-03-27,151871943683.05066,179820508986.89493,179820508986.89493,27948565303.84427,0.95,0.050000000000000044,2794856.530384427,0.0,1.0.0
2026-03-28,174902360431.97513,184834032939.0264,184834032939.0264,9931672507.05127,0.95,0.050000000000000044,993167.250705127,0.0,1.0.0
2026-03-29,125651081355.5962,171900680393.97067,171900680393.97067,46249599038.374466,0.95,0.050000000000000044,4624959.903837447,0.0,1.0.0
2026-03-30,135634687245.83034,173565157918.8937,173565157918.8937,37930470673.06337,0.95,0.050000000000000044,3793047.067306337,0.0,1.0.0
2026-03-31,235910255107.68384,228900540453.22357,228900540453.22357,-7009714654.460266,0.95,0.050000000000000044,0.0,3504857.327230133,1.0.0
2026-04-01,163769101657.01596,188548941497.8449,188548941497.8449,24779839840.82895,0.95,0.050000000000000044,2477983.984082895,0.0,1.0.0
2026-04-02,100282148305.8269,171900680393.97067,171900680393.97067,71618532088.14377,0.95,0.050000000000000044,7161853.208814377,0.0,1.0.0
2026-04-03,135878407455.60762,172180589849.9726,172180589849.9726,36302182394.364975,0.95,0.050000000000000044,3630218.2394364974,0.0,1.0.0
2026-04-04,228968009157.21817,234116877626.9872,234116877626.9872,5148868469.769043,0.95,0.050000000000000044,514886.8469769043,0.0,1.0.0
2026-04-05,123953434780.65451,173285248462.89178,173285248462.89178,49331813682.237274,0.95,0.050000000000000044,4933181.368223728,0.0,1.0.0
2026-04-06,137034139786.36674,174462322277.86038,174462322277.86038,37428182491.49364,0.95,0.050000000000000044,3742818.249149364,0.0,1.0.0
2026-04-07,150798560641.11206,175698374579.5274,175698374579.5274,24899813938.415344,0.95,0.050000000000000044,2489981.3938415344,0.0,1.0.0
2026-04-08,168051388343.31528,185566893352.67548,185566893352.67548,17515505009.3602,0.95,0.050000000000000044,1751550.50093602,0.0,1.0.0
2026-04-09,111294508188.88768,171900680393.97067,171900680393.97067,60606172205.08299,0.95,0.050000000000000044,6060617.2205083,0.0,1.0.0
2026-04-10,175953164541.528,184748644778.09247,184748644778.09247,8795480236.564453,0.95,0.050000000000000044,879548.0236564453,0.0,1.0.0
2026-04-11,170659505372.991,184834032939.0264,184834032939.0264,14174527566.0354,0.95,0.050000000000000044,1417452.7566035402,0.0,1.0.0
2026-04-12,155748536411.68024,184339172386.79843,184339172386.79843,28590635975.118195,0.95,0.050000000000000044,2859063.5975118196,0.0,1.0.0
2026-04-13,134527192882.51096,174836584265.6735,174836584265.6735,40309391383.16254,0.95,0.050000000000000044,4030939.1383162537,0.0,1.0.0
2026-04-14,190808983544.1711,196724123451.75946,196724123451.75946,5915139907.588348,0.95,0.050000000000000044,591513.9907588349,0.0,1.0.0
2026-04-15,137284148855.7575,174898983533.25812,174898983533.25812,37614834677.50061,0.95,0.050000000000000044,3761483.4677500613,0.0,1.0.0
2026-04-16,170914709467.77765,186334813705.2372,186334813705.2372,15420104237.459564,0.95,0.050000000000000044,1542010.4237459565,0.0,1.0.0
2026-04-17,175046666195.71136,184873199887.56262,184873199887.56262,9826533691.851257,0.95,0.050000000000000044,982653.3691851258,0.0,1.0.0
2026-04-18,150613978332.34384,183062775687.2862,183062775687.2862,32448797354.942352,0.95,0.050000000000000044,3244879.7354942355,0.0,1.0.0
2026-04-19,123104976398.87228,173285248462.89178,173285248462.89178,50180272064.0195,0.95,0.050000000000000044,5018027.206401951,0.0,1.0.0
2026-04-20,166341235629.7017,184733411001.95694,184733411001.95694,18392175372.25525,0.95,0.050000000000000044,1839217.537225525,0.0,1.0.0
2026-04-21,151576967158.29175,179540599530.893,179540599530.893,27963632372.601257,0.95,0.050000000000000044,2796363.237260126,0.0,1.0.0
2026-04-22,127480864191.32355,171900680393.97067,171900680393.97067,44419816202.647125,0.95,0.050000000000000044,4441981.620264713,0.0,1.0.0
2026-04-23,139638761630.39578,173565157918.8937,173565157918.8937,33926396288.497925,0.95,0.050000000000000044,3392639.6288497928,0.0,1.0.0
2026-04-24,142223898424.82892,174182412821.85846,174182412821.85846,31958514397.02954,0.95,0.050000000000000044,3195851.439702954,0.0,1.0.0
2026-04-25,176287947608.2279,184834032939.0264,184834032939.0264,8546085330.798492,0.95,0.050000000000000044,854608.5330798493,0.0,1.0.0
2026-04-26,127951862652.52168,173285248462.89178,173285248462.89178,45333385810.3701,0.95,0.050000000000000044,4533338.58103701,0.0,1.0.0
2026-04-27,129354814633.3975,173077754208.93927,173077754208.93927,43722939575.54176,0.95,0.050000000000000044,4372293.957554176,0.0,1.0.0
2026-04-28,123285581297.54324,171900680393.97067,171900680393.97067,48615099096.42743,0.95,0.050000000000000044,4861509.909642743,0.0,1.0.0
2026-04-29,146711394645.8988,180748280426.41803,180748280426.41803,34036885780.519226,0.95,0.050000000000000044,3403688.578051923,0.0,1.0.0
2026-04-30,140576842016.1026,179540599530.893,179540599530.893,38963757514.790405,0.95,0.050000000000000044,3896375.751479041,0.0,1.0.0
2026-05-01,94436346236.40047,171900680393.97067,171900680393.97067,77464334157.5702,0.95,0.050000000000000044,7746433.415757021,0.0,1.0.0
2026-05-02,231838031245.77258,232275164473.90228,232275164473.90228,437133228.1296997,0.95,0.050000000000000044,43713.32281296997,0.0,1.0.0
2026-05-03,126197438203.98256,173285248462.89178,173285248462.89178,47087810258.909225,0.95,0.050000000000000044,4708781.025890923,0.0,1.0.0
2026-05-04,133194372546.96799,173565157918.8937,173565157918.8937,40370785371.92572,0.95,0.050000000000000044,4037078.5371925724,0.0,1.0.0
2026-05-05,133784483208.29546,173285248462.89178,173285248462.89178,39500765254.59633,0.95,0.050000000000000044,3950076.525459633,0.0,1.0.0
2026-05-06,165873549280.5671,195126141585.03537,195126141585.03537,29252592304.46826,0.95,0.050000000000000044,2925259.230446826,0.0,1.0.0
2026-05-07,158901939078.06018,180748280426.41803,180748280426.41803,21846341348.35785,0.95,0.050000000000000044,2184634.134835785,0.0,1.0.0
2026-05-08,178840601971.80746,206635346351.1611,206635346351.1611,27794744379.353638,0.95,0.050000000000000044,2779474.437935364,0.0,1.0.0
2026-05-09,192121014206.764,201092875355.10007,201092875355.10007,8971861148.33606,0.95,0.050000000000000044,897186.114833606,0.0,1.0.0
2026-05-10,133752720035.96959,173285248462.89178,173285248462.89178,39532528426.922195,0.95,0.050000000000000044,3953252.8426922197,0.0,1.0.0
2026-05-11,147662562381.60693,179820508986.89493,179820508986.89493,32157946605.287994,0.95,0.050000000000000044,3215794.6605287995,0.0,1.0.0
2026-05-12,182501525875.46542,195828020253.28253,195828020253.28253,13326494377.817108,0.95,0.050000000000000044,1332649.4377817109,0.0,1.0.0
2026-05-13,228680997961.87134,230659052526.9589,230659052526.9589,1978054565.087555,0.95,0.050000000000000044,197805.4565087555,0.0,1.0.0
2026-05-14,168224724096.45465,192167649014.01212,192167649014.01212,23942924917.557465,0.95,0.050000000000000044,2394292.491755747,0.0,1.0.0
2026-05-15,167922190314.21704,172086547859.36377,172086547859.36377,4164357545.1467285,0.95,0.050000000000000044,416435.75451467285,0.0,1.0.0
2026-05-16,213606609220.62094,232504244541.31985,232504244541.31985,18897635320.698914,0.95,0.050000000000000044,1889763.5320698915,0.0,1.0.0
2026-05-17,131743830671.16995,174330663623.24332,174330663623.24332,42586832952.073364,0.95,0.050000000000000044,4258683.295207337,0.0,1.0.0
2026-05-18,136193664035.08423,174682774127.12747,174682774127.12747,38489110092.04324,0.95,0.050000000000000044,3848911.0092043243,0.0,1.0.0
2026-05-19,228208723792.7059,232055336503.76807,232055336503.76807,3846612711.0621643,0.95,0.050000000000000044,384661.2711062165,0.0,1.0.0
2026-05-20,157442522369.96112,177719952108.01733,177719952108.01733,20277429738.056213,0.95,0.050000000000000044,2027742.9738056215,0.0,1.0.0
2026-05-21,155274778722.63666,175715231692.16443,175715231692.16443,20440452969.52777,0.95,0.050000000000000044,2044045.2969527773,0.0,1.0.0
2026-05-22,173456652536.82498,187505266812.93713,187505266812.93713,14048614276.112152,0.95,0.050000000000000044,1404861.4276112153,0.0,1.0.0
2026-05-23,176119681735.6392,187505266812.93713,187505266812.93713,11385585077.297943,0.95,0.050000000000000044,1138558.5077297944,0.0,1.0.0
2026-05-24,134730507981.1561,181091935333.6747,181091935333.6747,46361427352.518616,0.95,0.050000000000000044,4636142.735251862,0.0,1.0.0
2026-05-25,115714750948.48988,174965988767.21878,174965988767.21878,59251237818.7289,0.95,0.050000000000000044,5925123.78187289,0.0,1.0.0
2026-05-26,132903005517.61946,175733748624.64017,175733748624.64017,42830743107.020706,0.95,0.050000000000000044,4283074.310702071,0.0,1.0.0
2026-05-27,137032204130.2581,178888386242.75992,178888386242.75992,41856182112.501816,0.95,0.050000000000000044,4185618.211250182,0.0,1.0.0
2026-05-28,112948049141.67635,173804126700.63654,173804126700.63654,60856077558.96019,0.95,0.050000000000000044,6085607.755896019,0.0,1.0.0
2026-05-29,143695518458.18246,177965331956.98438,177965331956.98438,34269813498.80191,0.95,0.050000000000000044,3426981.349880191,0.0,1.0.0
2026-05-30,172174445217.90015,195160341925.57346,195160341925.57346,22985896707.67331,0.95,0.050000000000000044,2298589.670767331,0.0,1.0.0
2026-05-31,131502242142.15697,179540599530.893,179540599530.893,48038357388.73604,0.95,0.050000000000000044,4803835.738873604,0.0,1.0.0
2026-06-01,175204948682.98306,194914548525.84192,194914548525.84192,19709599842.858856,0.95,0.050000000000000044,1970959.9842858857,0.0,1.0.0
2026-06-02,154053472658.6006,185235749744.30743,185235749744.30743,31182277085.70685,0.95,0.050000000000000044,3118227.708570685,0.0,1.0.0
2026-06-03,137029826708.1118,173285248462.89178,173285248462.89178,36255421754.77998,0.95,0.050000000000000044,3625542.1754779983,0.0,1.0.0
2026-06-04,145418942640.6759,175710153646.37744,175710153646.37744,30291211005.701538,0.95,0.050000000000000044,3029121.100570154,0.0,1.0.0
2026-06-05,176509361385.0248,194246004705.48044,194246004705.48044,17736643320.455627,0.95,0.050000000000000044,1773664.3320455628,0.0,1.0.0
2026-06-06,142742403950.3958,179540599530.893,179540599530.893,36798195580.49719,0.95,0.050000000000000044,3679819.5580497193,0.0,1.0.0
2026-06-07,101759070099.67749,171900680393.97067,171900680393.97067,70141610294.29318,0.95,0.050000000000000044,7014161.029429318,0.0,1.0.0
2026-06-08,127510655337.91057,173077754208.93927,173077754208.93927,45567098871.0287,0.95,0.050000000000000044,4556709.88710287,0.0,1.0.0
2026-06-09,149991723108.37112,179820508986.89493,179820508986.89493,29828785878.523804,0.95,0.050000000000000044,2982878.5878523807,0.0,1.0.0
2026-06-10,172322100536.05823,185938491904.80777,185938491904.80777,13616391368.749542,0.95,0.050000000000000044,1361639.1368749542,0.0,1.0.0
2026-06-11,148845356734.9194,175396381181.2553,175396381181.2553,26551024446.335907,0.95,0.050000000000000044,2655102.444633591,0.0,1.0.0
2026-06-12,178000901195.35556,195351615393.67685,195351615393.67685,17350714198.32129,0.95,0.050000000000000044,1735071.419832129,0.0,1.0.0
2026-06-13,150327145273.4125,180206103999.9562,180206103999.9562,29878958726.5437,0.95,0.050000000000000044,2987895.87265437,0.0,1.0.0
2026-06-14,116823574229.5928,173285248462.89178,173285248462.89178,56461674233.29898,0.95,0.050000000000000044,5646167.423329898,0.0,1.0.0
2026-06-15,113689521349.89165,171900680393.97067,171900680393.97067,58211159044.079025,0.95,0.050000000000000044,5821115.904407903,0.0,1.0.0
2026-06-16,153601148787.36578,179820508986.89493,179820508986.89493,26219360199.529144,0.95,0.050000000000000044,2621936.0199529147,0.0,1.0.0
2026-06-17,136069183483.54884,172797844752.93735,172797844752.93735,36728661269.388504,0.95,0.050000000000000044,3672866.1269388506,0.0,1.0.0
2026-06-18,158592961114.0277,180748280426.41803,180748280426.41803,22155319312.39032,0.95,0.050000000000000044,2215531.931239032,0.0,1.0.0
2026-06-19,145669782450.47375,180206103999.9562,180206103999.9562,34536321549.48245,0.95,0.050000000000000044,3453632.1549482453,0.0,1.0.0
2026-06-20,155207539021.94446,179540599530.893,179540599530.893,24333060508.948547,0.95,0.050000000000000044,2433306.050894855,0.0,1.0.0
2026-06-21,112077976882.62717,173285248462.89178,173285248462.89178,61207271580.26462,0.95,0.050000000000000044,6120727.158026462,0.0,1.0.0
2026-06-22,174266061041.6129,185557556892.77216,185557556892.77216,11291495851.15924,0.95,0.050000000000000044,1129149.585115924,0.0,1.0.0
2026-06-23,122092499642.64108,173414652964.43707,173414652964.43707,51322153321.79599,0.95,0.050000000000000044,5132215.332179599,0.0,1.0.0
2026-06-24,147799222562.6507,173743258678.00247,173743258678.00247,25944036115.351776,0.95,0.050000000000000044,2594403.6115351776,0.0,1.0.0
2026-06-25,140942448341.8629,174462322277.86038,174462322277.86038,33519873935.997467,0.95,0.050000000000000044,3351987.3935997467,0.0,1.0.0
2026-06-26,183334956800.84348,200044697120.54385,200044697120.54385,16709740319.700378,0.95,0.050000000000000044,1670974.0319700378,0.0,1.0.0
2026-06-27,223344046454.18176,231350371895.4521,231350371895.4521,8006325441.270325,0.95,0.050000000000000044,800632.5441270325,0.0,1.0.0
2026-06-28,136113354008.83173,175715231692.16443,175715231692.16443,39601877683.3327,0.95,0.050000000000000044,3960187.7683332707,0.0,1.0.0
2026-06-29,111182222904.08182,174965988767.21878,174965988767.21878,63783765863.13696,0.95,0.050000000000000044,6378376.586313697,0.0,1.0.0
2026-06-30,148886730455.61835,181164136381.55695,181164136381.55695,32277405925.9386,0.95,0.050000000000000044,3227740.59259386,0.0,1.0.0
