date,total_withdrawals_cop,transaction_count,day_of_week,is_weekend,is_holiday,is_payday,is_month_end,days_to_payday,trend,special_event,month,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_std_7
2024-09-20,108038709457,450670,4,0,0,0,0,10,0.110958904109589,0,9,111118592780.0,143354678259.0,131531202287.0,127905321279.0,122117084736.42857,117998523008.57143,23022885519.997982
2024-09-21,134136143955,486213,5,1,0,0,0,9,0.1123287671232876,0,9,108038709457.0,160711341436.0,160608170999.0,124346210165.0,117071946336.14285,116320487806.42857,21406038351.8833
2024-09-22,84730463430,401064,6,1,0,0,0,8,0.1136986301369863,0,9,134136143955.0,93040531121.0,90960192335.0,87338317347.0,113275489553.14285,114429628731.85715,13135253547.175121
2024-09-23,95317077827,403883,0,0,0,0,0,7,0.1150684931506849,0,9,84730463430.0,106913645352.0,90637689063.0,109117555879.0,112088337025.85715,113984648095.78572,15441874725.62044
2024-09-24,132902517265,492083,1,0,0,0,0,6,0.1164383561643835,0,9,95317077827.0,123830614189.0,94580082509.0,130893259407.0,110431684522.28572,114318890150.35715,16663308939.219172
2024-09-25,106595108103,442986,2,0,0,0,0,5,0.1178082191780822,0,9,132902517265.0,115850190018.0,110178391853.0,90391652737.0,111727670676.0,117056206918.64285,18164274166.55342
2024-09-26,113488320880,449494,3,0,0,0,0,4,0.1191780821917808,0,9,106595108103.0,111118592780.0,118663999919.0,113265942443.0,110405516116.71428,116800258079.35715,18151017051.74504
2024-09-27,133919489405,502597,4,0,0,0,0,3,0.1205479452054794,0,9,113488320880.0,108038709457.0,143354678259.0,100840577936.0,110744048702.42857,116430566719.42857,18188593022.258564
2024-09-28,121680250384,525602,5,1,0,0,0,2,0.121917808219178,0,9,133919489405.0,134136143955.0,160711341436.0,120537325344.0,114441302980.71428,115756624658.42857,20079192645.263206
2024-09-29,93910013384,442534,6,1,0,0,0,1,0.1232876712328767,0,9,121680250384.0,84730463430.0,93040531121.0,103457153854.0,112661889613.42857,112968689583.28572,18535530199.6686
2024-09-30,147336827520,491540,0,0,0,1,1,0,0.1246575342465753,0,9,93910013384.0,95317077827.0,106913645352.0,129725949443.0,113973253892.57143,113030795459.21428,16435864434.584133
2024-10-01,104249172080,464575,1,0,0,0,0,14,0.1260273972602739,0,10,147336827520.0,132902517265.0,123830614189.0,100507229987.0,121404646705.85715,115918165614.07143,18254322702.93775
2024-10-02,88025669185,465982,2,0,0,0,0,13,0.1273972602739726,0,10,104249172080.0,106595108103.0,115850190018.0,120934422785.0,117311311679.42857,114519491177.71428,18457804694.453083
2024-10-03,70889825837,371560,3,0,0,0,0,12,0.1287671232876712,0,10,88025669185.0,113488320880.0,111118592780.0,116997585900.0,114658534691.14285,112532025403.92857,21360768485.724857
2024-10-04,106013191141,408837,4,0,0,0,0,11,0.1301369863013698,0,10,70889825837.0,133919489405.0,108038709457.0,131531202287.0,108573035399.28572,109658542050.85715,27057937667.103016
2024-10-05,117093391900,434336,5,1,0,0,0,10,0.1315068493150684,0,10,106013191141.0,121680250384.0,134136143955.0,160608170999.0,104586421361.57143,109513862171.14285,24649713914.310028
2024-10-06,82467041341,370829,6,1,0,0,0,9,0.1328767123287671,0,10,117093391900.0,93910013384.0,84730463430.0,90960192335.0,103931155863.85715,108296522738.64285,24175987010.66002
2024-10-07,134913988001,459914,0,0,0,0,0,8,0.1342465753424657,0,10,82467041341.0,147336827520.0,95317077827.0,90637689063.0,102296445572.0,108134849732.28572,25326037521.09087
2024-10-08,75347064604,424726,1,0,0,0,0,7,0.1356164383561643,0,10,134913988001.0,104249172080.0,132902517265.0,94580082509.0,100521754212.14285,110963200459.0,21839072100.422997
2024-10-09,116427515471,438243,2,0,0,0,0,6,0.136986301369863,0,10,75347064604.0,88025669185.0,106595108103.0,110178391853.0,96392881715.57143,106852096697.5,23672095589.177536
2024-10-10,143719681860,491902,3,0,0,0,0,5,0.1383561643835616,0,10,116427515471.0,70889825837.0,113488320880.0,118663999919.0,100450288327.85715,107554411509.5,24421121741.774475
2024-10-11,102356041057,457392,4,0,0,0,0,4,0.1397260273972602,0,10,143719681860.0,106013191141.0,133919489405.0,143354678259.0,110854553474.0,109713794436.64285,25229035733.016018
2024-10-12,135704202625,528534,5,1,0,0,0,3,0.1410958904109589,0,10,102356041057.0,117093391900.0,121680250384.0,160711341436.0,110332103462.0,107459262411.78572,25383395852.617367
2024-10-13,77094837441,375136,6,1,0,0,0,2,0.1424657534246575,0,10,135704202625.0,82467041341.0,93910013384.0,93040531121.0,112990790708.42857,108460973286.14285,27124554618.58331
2024-10-14,80220584055,350430,0,0,1,0,0,1,0.1438356164383561,0,10,77094837441.0,134913988001.0,147336827520.0,106913645352.0,112223333008.42857,107259889290.21428,28187308094.902836
2024-10-15,113256772171,450616,1,0,0,1,0,0,0.1452054794520547,0,10,80220584055.0,75347064604.0,104249172080.0,123830614189.0,104409989587.57143,102465871899.85715,28428617607.73333
2024-10-16,142082587045,477541,2,0,0,0,0,15,0.1465753424657534,0,10,113256772171.0,116427515471.0,88025669185.0,115850190018.0,109825662097.14285,103109271906.35715,25421195837.599827
2024-10-17,143242036950,476218,3,0,0,0,0,14,0.147945205479452,0,10,142082587045.0,143719681860.0,70889825837.0,111118592780.0,113490672322.0,106970480324.92857,28226234328.975014
2024-10-18,99802303396,401193,4,0,0,0,0,13,0.1493150684931506,0,10,143242036950.0,102356041057.0,106013191141.0,108038709457.0,113422437334.85715,112138495404.42857,28141428280.060307
2024-10-19,171389247941,517738,5,1,0,0,0,12,0.1506849315068493,0,10,99802303396.0,135704202625.0,117093391900.0,134136143955.0,113057617669.0,111694860565.5,28324757080.64217
2024-10-20,95561471205,420524,6,1,0,0,0,11,0.1520547945205479,0,10,171389247941.0,77094837441.0,82467041341.0,84730463430.0,118155481285.57143,115573135997.0,35406084618.11844
2024-10-21,132024709845,424659,0,0,0,0,0,10,0.1534246575342465,0,10,95561471205.0,80220584055.0,134913988001.0,95317077827.0,120793571823.28572,116508452415.85715,32396864906.721447
2024-10-22,105305054507,406495,1,0,0,0,0,9,0.1547945205479452,0,10,132024709845.0,113256772171.0,75347064604.0,132902517265.0,128194161221.85715,116302075404.71428,27061446116.19934
2024-10-23,119252382741,461473,2,0,0,0,0,8,0.1561643835616438,0,10,105305054507.0,142082587045.0,116427515471.0,106595108103.0,127058201555.57143,118441931826.35715,27945434866.906906
2024-10-24,109215283943,423867,3,0,0,0,0,7,0.1575342465753424,0,10,119252382741.0,143242036950.0,143719681860.0,113488320880.0,123796743797.85715,118643708059.92857,27222609722.11854
2024-10-25,174864703466,487556,4,0,0,0,0,6,0.1589041095890411,0,10,109215283943.0,99802303396.0,102356041057.0,133919489405.0,118935779082.57143,116179108208.71428,26190073120.936375
2024-10-26,149272993292,501877,5,1,0,0,0,5,0.1602739726027397,0,10,174864703466.0,171389247941.0,135704202625.0,121680250384.0,129658979092.57143,121358298380.78572,31813427830.9683
2024-10-27,98215280621,473559,6,1,0,0,0,4,0.1616438356164383,0,10,149272993292.0,95561471205.0,77094837441.0,93910013384.0,126499514142.71428,122327497714.14285,27826797113.588776
2024-10-28,126725942165,441307,0,0,0,0,0,3,0.1630136986301369,0,10,98215280621.0,132024709845.0,80220584055.0,147336827520.0,126878629773.57143,123836100798.42857,27349019147.765575
2024-10-29,107057326727,426511,1,0,0,0,0,2,0.1643835616438356,0,10,126725942165.0,105305054507.0,113256772171.0,104249172080.0,126121662962.14285,127157912092.0,27256018516.400234
2024-10-30,122440684317,510511,2,0,0,0,0,1,0.1657534246575342,0,10,107057326727.0,119252382741.0,142082587045.0,88025669185.0,126371987565.0,126715094560.28572,27040162610.03374
2024-10-31,140119058796,511045,3,0,0,1,1,0,0.1671232876712328,0,10,122440684317.0,109215283943.0,143242036950.0,70889825837.0,126827459218.71428,125312101508.28572,26926865627.872013
2024-11-01,147659189436,565749,4,0,0,0,0,14,0.1684931506849315,0,11,140119058796.0,174864703466.0,99802303396.0,106013191141.0,131242284197.71428,125089031640.14285,26078022993.39061
2024-11-02,157269646345,563043,5,1,0,0,0,13,0.1698630136986301,0,11,147659189436.0,149272993292.0,171389247941.0,117093391900.0,127355782193.42857,128507380643.0,19753669403.608643
2024-11-03,97642950090,429446,6,1,0,0,0,12,0.1712328767123287,0,11,157269646345.0,98215280621.0,95561471205.0,82467041341.0,128498161201.0,127498837671.85715,21395422590.681767
2024-11-04,110037042576,410497,0,0,1,0,0,11,0.1726027397260274,0,11,97642950090.0,126725942165.0,132024709845.0,134913988001.0,128416399696.57143,127647514735.07143,21531097854.342857
2024-11-05,116491656599,421743,1,0,0,0,0,10,0.173972602739726,0,11,110037042576.0,107057326727.0,105305054507.0,75347064604.0,126032271183.85715,126076967073.0,22644659742.137947
2024-11-06,85542880230,436680,2,0,0,0,0,9,0.1753424657534246,0,11,116491656599.0,122440684317.0,119252382741.0,116427515471.0,127380032594.14285,126876010079.57143,21582953430.913197
2024-11-07,110254147474,412288,3,0,0,0,0,8,0.1767123287671232,0,11,85542880230.0,140119058796.0,109215283943.0,143719681860.0,122108917724.57143,124468188471.64285,26852687219.860256
2024-11-08,106989942005,465689,4,0,0,0,0,7,0.1780821917808219,0,11,110254147474.0,147659189436.0,174864703466.0,102356041057.0,117842501821.42857,124542393009.57143,25868755701.4146
2024-11-09,99276929702,443485,5,1,0,0,0,6,0.1794520547945205,0,11,106989942005.0,157269646345.0,149272993292.0,135704202625.0,112032609331.28572,119694195762.35715,22389038866.790443
2024-11-10,99825665573,442193,6,1,0,0,0,5,0.1808219178082191,0,11,99276929702.0,97642950090.0,98215280621.0,77094837441.0,103747935525.14285,116123048363.07143,10356008503.741615
2024-11-11,93146140989,357352,0,0,1,0,0,4,0.1821917808219178,0,11,99825665573.0,110037042576.0,126725942165.0,80220584055.0,104059752022.71428,116238075859.64285,10172792311.639284
2024-11-12,99404667192,411922,1,0,0,0,0,3,0.1835616438356164,0,11,93146140989.0,116491656599.0,107057326727.0,113256772171.0,101646766081.71428,113839518632.78572,10516143271.743773
2024-11-13,118973781313,423234,2,0,0,0,0,2,0.184931506849315,0,11,99404667192.0,85542880230.0,122440684317.0,142082587045.0,99205767595.0,113292900094.57143,8230861979.435693
2024-11-14,96733907433,464935,3,0,0,0,0,1,0.1863013698630137,0,11,118973781313.0,110254147474.0,140119058796.0,143242036950.0,103981610606.85715,113045264165.71428,8669118308.072489
2024-11-15,137222115965,553077,4,0,0,1,0,0,0.1876712328767123,0,11,96733907433.0,106989942005.0,147659189436.0,99802303396.0,102050147743.85715,109946324782.64285,8543928784.472064
2024-11-16,163454287299,648358,5,1,0,0,0,14,0.1890410958904109,0,11,137222115965.0,99276929702.0,157269646345.0,171389247941.0,106369029738.14285,109200819534.71428,15916913980.037535
2024-11-17,120181359596,530769,6,1,0,0,0,13,0.1904109589041095,0,11,163454287299.0,99825665573.0,97642950090.0,95561471205.0,115537223680.57143,109642579602.85715,26268254575.28642
2024-11-18,126959263986,475307,0,0,0,0,0,12,0.1917808219178082,0,11,120181359596.0,93146140989.0,110037042576.0,132024709845.0,118445179969.57143,111252465996.14285,25349716179.78714
2024-11-19,45341773194,195648,1,0,0,0,0,11,0.1931506849315068,0,11,126959263986.0,99404667192.0,116491656599.0,105305054507.0,123275626112.0,112461196096.85715,22820913092.047024
2024-11-20,105302191681,378420,2,0,0,0,0,10,0.1945205479452054,0,11,45341773194.0,118973781313.0,85542880230.0,119252382741.0,115552355540.85715,107379061567.92857,36993433738.99199
2024-11-21,116505795236,465521,3,0,0,0,0,9,0.1958904109589041,0,11,105302191681.0,96733907433.0,110254147474.0,109215283943.0,113599271307.71428,108790440957.28572,37143287364.597755
2024-11-22,91288045404,452054,4,0,0,0,0,8,0.1972602739726027,0,11,116505795236.0,137222115965.0,106989942005.0,174864703466.0,116423826708.14285,109236987226.0,36391169642.609436
2024-11-23,102299128504,492450,5,1,0,0,0,7,0.1986301369863013,0,11,91288045404.0,163454287299.0,99276929702.0,149272993292.0,109861816628.0,108115423183.07143,36156424508.55633
2024-11-24,90959431474,399432,6,1,0,0,0,6,0.2,0,11,102299128504.0,120181359596.0,99825665573.0,98215280621.0,101125365371.57143,108331294526.07143,27369339520.1176
2024-11-25,114611740180,454804,0,0,0,0,0,5,0.2013698630136986,0,11,90959431474.0,126959263986.0,93146140989.0,126725942165.0,96950804211.28572,107697992090.42857,26181135207.6465
2024-11-26,137124802655,525836,1,0,0,0,0,4,0.2027397260273972,0,11,114611740180.0,45341773194.0,99404667192.0,107057326727.0,95186872239.0,109231249175.5,24160338897.27412
2024-11-27,122004392481,477405,2,0,0,0,0,3,0.2041095890410958,0,11,137124802655.0,105302191681.0,118973781313.0,122440684317.0,108298733590.57143,111925544565.71428,16192290376.587606
2024-11-28,115096421485,450448,3,0,0,0,0,2,0.2054794520547945,0,11,122004392481.0,116505795236.0,96733907433.0,140119058796.0,110684762276.28572,112142016792.0,16892579721.187222
2024-11-29,129570259182,444617,4,0,0,0,0,1,0.2068493150684931,0,11,115096421485.0,91288045404.0,137222115965.0,147659189436.0,110483423169.0,113453624938.57143,16819879349.660875
2024-11-30,112221427998,476076,5,1,0,1,1,0,0.2082191780821917,0,11,129570259182.0,102299128504.0,163454287299.0,157269646345.0,115952310851.57143,112907063739.78572,15726483512.835472
2024-12-01,102364847629,430983,6,1,0,0,0,14,0.2095890410958904,0,12,112221427998.0,90959431474.0,120181359596.0,97642950090.0,117369782207.85715,109247573789.71428,14704756744.03082
2024-12-02,131949529068,484111,0,0,0,0,0,13,0.210958904109589,0,12,102364847629.0,114611740180.0,126959263986.0,110037042576.0,118999127372.85715,107974965792.07143,11593369524.36026
2024-12-03,186983705809,564737,1,0,0,0,0,12,0.2123287671232876,0,12,131949529068.0,137124802655.0,45341773194.0,116491656599.0,121475954356.85715,108331413297.92857,12328546385.624771
2024-12-04,172740505218,483626,2,0,0,0,0,11,0.2136986301369863,0,12,186983705809.0,122004392481.0,105302191681.0,85542880230.0,128598654807.42857,118448694199.0,27698397520.411575
2024-12-05,144396278435,505072,3,0,0,0,0,10,0.2150684931506849,0,12,172740505218.0,115096421485.0,116505795236.0,110254147474.0,135846670912.71428,123265716594.5,31990857680.99639
2024-12-06,105523439065,475518,4,0,0,0,0,9,0.2164383561643835,0,12,144396278435.0,129570259182.0,91288045404.0,106989942005.0,140032364762.7143,125257893965.85715,30714742815.74965
2024-12-07,122333287618,466530,5,1,0,0,0,8,0.2178082191780821,0,12,105523439065.0,112221427998.0,102299128504.0,99276929702.0,136597104746.0,126274707798.78572,33314600846.518654
2024-12-08,78538172320,315229,6,1,1,0,0,7,0.2191780821917808,0,12,122333287618.0,102364847629.0,90959431474.0,99825665573.0,138041656120.2857,127705719164.07143,32284804317.213364
2024-12-09,128864844224,439537,0,0,0,0,0,6,0.2205479452054794,0,12,78538172320.0,131949529068.0,114611740180.0,93146140989.0,134637845361.85715,126818486367.35715,37506843742.83619
2024-12-10,177886167643,583617,1,0,0,0,0,5,0.2219178082191781,0,12,128864844224.0,186983705809.0,137124802655.0,99404667192.0,134197176098.42857,127836565227.64285,37561773869.0568
2024-12-11,139151300565,445025,2,0,0,0,0,4,0.2232876712328767,0,12,177886167643.0,172740505218.0,122004392481.0,118973781313.0,132897527789.0,130748091298.21428,35533570512.826645
2024-12-12,145827777885,501687,3,0,0,0,0,3,0.2246575342465753,0,12,139151300565.0,144396278435.0,115096421485.0,96733907433.0,128099069981.42857,131972870447.07143,31268403227.936207
2024-12-13,164443443536,459851,4,0,0,0,0,2,0.2260273972602739,0,12,145827777885.0,105523439065.0,129570259182.0,137222115965.0,128303569902.85715,134167967332.78572,31397169674.921375
2024-12-14,172609494098,569000,5,1,0,0,0,1,0.2273972602739726,0,12,164443443536.0,122333287618.0,112221427998.0,163454287299.0,136720713398.71428,136658909072.35715,32160823876.251236
2024-12-15,118256201601,475759,6,1,0,1,0,0,0.2287671232876712,0,12,172609494098.0,78538172320.0,102364847629.0,120181359596.0,143903028610.14285,140972342365.2143,33975036304.388615
2024-12-16,167505699099,503337,0,0,0,0,0,15,0.2301369863013698,0,12,118256201601.0,128864844224.0,131949529068.0,126959263986.0,149577032793.14285,142107439077.5,22677645324.68083
2024-12-17,128459679146,490576,1,0,0,0,0,14,0.2315068493150684,0,12,167505699099.0,177886167643.0,186983705809.0,45341773194.0,155097154918.14285,144647165508.2857,21466227999.234657
2024-12-18,148346307604,454622,2,0,0,0,0,13,0.2328767123287671,0,12,128459679146.0,139151300565.0,172740505218.0,105302191681.0,148036227990.0,140466877889.5,20840716790.44229
2024-12-19,149342024744,487779,3,0,0,0,0,12,0.2342465753424657,0,12,148346307604.0,145827777885.0,144396278435.0,116505795236.0,149349800424.14285,138724435202.7857,20473921478.626823
2024-12-20,150792351161,482569,4,0,0,0,0,11,0.2356164383561644,0,12,149342024744.0,164443443536.0,105523439065.0,91288045404.0,149851835689.7143,139077702796.2857,20416169678.78521
2024-12-21,184849437859,469547,5,1,0,0,0,10,0.236986301369863,0,12,150792351161.0,172609494098.0,122333287618.0,102299128504.0,147901679636.14285,142311196517.42856,19417636723.250088
2024-12-22,99168492789,385938,6,1,0,0,0,9,0.2383561643835616,0,12,184849437859.0,118256201601.0,78538172320.0,90959431474.0,149650243030.57144,146776635820.35715,22344000388.245407
2024-12-23,189722953516,482598,0,0,0,0,0,8,0.2397260273972602,0,12,99168492789.0,167505699099.0,128864844224.0,114611740180.0,146923427486.0,148250230139.57144,27405287595.55778
2024-12-24,176845093816,565333,1,0,0,0,0,7,0.2410958904109589,0,12,189722953516.0,128459679146.0,177886167643.0,137124802655.0,150097320974.14285,152597237946.14285,31208847713.68052
2024-12-25,65120544110,246320,2,0,1,0,0,6,0.2424657534246575,0,12,176845093816.0,148346307604.0,139151300565.0,122004392481.0,157009523069.85715,152522875529.92856,30975148902.323902
